ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
10,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","14,176",23.33,2.00,4.22,31
11,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,506",27.10,23.33,21.24,82
12,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,614",22.75,2.08,4.39,31
13,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,564",27.01,23.24,21.16,82
14,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,463",22.72,2.11,4.49,31
15,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,756",26.56,22.95,20.90,82
16,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,497",23.04,2.10,4.42,31
17,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,621",27.07,23.16,21.09,82
18,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","14,070",22.85,2.01,4.26,31
19,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,474",27.01,23.38,21.28,82
20,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,317",22.88,2.13,4.49,31
21,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,619",26.69,23.16,21.09,82
22,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,175",21.73,2.15,4.55,31
23,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,733",27.14,23.00,20.94,82
24,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,343",22.34,2.12,4.48,31
25,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,676",27.46,23.07,21.01,82
26,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,567",23.14,2.09,4.42,31
27,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,668",26.40,23.08,21.02,82
28,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,591",23.07,2.08,4.41,31
29,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,588",27.04,23.20,21.12,82
30,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,559",22.66,2.09,4.43,31
31,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,521",27.07,23.31,21.22,82
32,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,499",22.11,2.10,4.45,31
33,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,730",26.62,22.99,20.93,82
34,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","14,185",23.39,2.00,4.23,31
35,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,875",27.20,22.78,20.74,82
36,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,632",22.88,2.08,4.40,31
37,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,510",26.94,23.32,21.24,82
38,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,602",23.04,2.08,4.42,31
39,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,633",26.43,23.14,21.07,82
40,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,195",22.21,2.15,4.53,31
41,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,514",27.07,23.32,21.23,82
42,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,839",22.91,2.05,4.33,31
43,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,578",26.91,23.22,21.13,82
44,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,434",23.01,2.11,4.46,31
45,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,678",26.30,23.07,21.00,82
46,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,271",22.18,2.14,4.53,31
47,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,563",27.26,23.24,21.15,82
48,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,592",22.53,2.09,4.42,31
49,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,818",27.30,22.87,20.82,82
50,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,698",22.85,2.07,4.37,31
51,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,678",26.43,23.07,21.01,82
52,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,542",22.94,2.09,4.41,31
53,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,723",27.39,23.02,20.95,82
54,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,743",22.56,2.06,4.38,31
55,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,716",27.58,23.02,20.95,82
56,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,742",22.78,2.06,4.36,31
57,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,626",26.66,23.14,21.07,82
58,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,819",22.85,2.05,4.35,31
59,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,748",27.04,22.96,20.91,82
60,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,829",22.91,2.05,4.34,31
61,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,638",27.36,23.13,21.06,82
62,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    9,    1,    1","  512,    1,    1","13,466",22.82,2.10,4.47,31
63,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   24,    3,    1","  256,    1,    1","15,757",26.50,22.96,20.90,82
64,3,_mean_,"nebula::_mean_(float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   96,    1,    1","  512,    1,    1","46,369",73.92,12.84,16.72,22
65,3,_variance_,"nebula::_variance_(float *, float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   96,    1,    1","  512,    1,    1","103,842",162.66,36.39,7.47,22
66,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","2,901",6.66,0.02,0.95,26
67,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","3,067",6.75,0.02,1.02,32
68,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","2,922",5.89,0.02,0.94,26
69,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","3,074",6.78,0.02,1.01,32
70,2,_normalize_,"nebula::_normalize_(float *, float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 9126,    1,    1","  512,    1,    1","48,197",77.02,63.46,26.68,22
71,2,_scale_,"nebula::_scale_(float *, float *, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    3,   96,   32","  512,    1,    1","26,927",44.51,30.43,49.69,16
72,2,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 9126,    1,    1","  512,    1,    1","34,320",55.14,58.38,37.59,16
73,2,_leaky_activate_,"nebula::_leaky_activate_(float *, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 9126,    1,    1","  512,    1,    1","25,939",42.78,26.36,49.93,16
74,2,_forward_maxpool_,"nebula::_forward_maxpool_(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *, float *, unsigned int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 2166,    1,    1","  512,    1,    1","37,426",59.94,64.34,29.33,31
75,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,427",8.45,6.73,3.20,31
76,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,194",20.96,4.81,5.76,86
77,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,421",8.42,6.74,3.17,31
78,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,118",21.47,4.84,5.80,86
79,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,375",8.48,6.82,3.21,31
80,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,369",21.44,4.74,5.68,86
81,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,462",8.35,6.68,3.06,31
82,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,189",20.90,4.81,5.76,86
83,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,405",8.35,6.76,3.14,31
84,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,152",21.60,4.83,5.78,86
85,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,358",8.42,6.84,3.19,31
86,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,437",21.28,4.72,5.64,86
87,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,329",8.48,6.88,3.23,31
88,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,372",20.67,4.74,5.68,86
89,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,395",8.38,6.78,3.16,31
90,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,269",21.70,4.78,5.72,86
91,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,409",8.48,6.76,3.13,31
92,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,329",21.57,4.76,5.69,86
93,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,332",8.48,6.88,3.30,31
94,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,173",20.99,4.82,5.77,86
95,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,391",8.42,6.79,3.25,31
96,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,363",21.54,4.75,5.68,86
97,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,393",8.42,6.78,3.23,31
98,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,297",21.41,4.77,5.71,86
99,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,403",8.42,6.77,3.19,31
100,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,304",20.64,4.77,5.71,86
101,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,369",8.42,6.83,3.23,31
102,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,244",21.66,4.79,5.74,86
103,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,436",8.51,6.72,3.23,31
104,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,416",21.50,4.72,5.65,86
105,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,407",8.38,6.76,3.23,31
106,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,473",20.80,4.70,5.63,86
107,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   68,    1,    1","  512,    1,    1","4,415",8.61,6.75,3.16,31
108,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   12,    3,    1","  128,    1,    1","12,533",21.47,4.68,5.60,86
